invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
558638,84836,ZINC METAL HEART DECORATION,12,2011-07-01 08:16:00,1.25,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-07-01 08:16:00,0.85,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,20.4
558638,22784,LANTERN CREAM GAZEBO ,3,2011-07-01 08:16:00,4.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,14.850000000000001
558638,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-07-01 08:16:00,0.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,11.399999999999999
558638,22674,FRENCH TOILET SIGN BLUE METAL,12,2011-07-01 08:16:00,1.25,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,21174,POTTERING IN THE SHED METAL SIGN,12,2011-07-01 08:16:00,2.08,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,24.96
558638,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-07-01 08:16:00,2.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,17.700000000000003
558638,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-07-01 08:16:00,3.75,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,23032,DRAWER KNOB CRACKLE GLAZE IVORY,18,2011-07-01 08:16:00,1.65,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,29.7
558638,23251,VINTAGE RED ENAMEL TRIM MUG ,12,2011-07-01 08:16:00,1.25,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-01 08:16:00,4.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,19.8
558638,23173,REGENCY TEAPOT ROSES ,4,2011-07-01 08:16:00,9.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,39.8
558638,22423,REGENCY CAKESTAND 3 TIER,2,2011-07-01 08:16:00,12.75,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,25.5
558638,23170,REGENCY TEA PLATE ROSES ,12,2011-07-01 08:16:00,1.65,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,19.799999999999997
558638,23162,REGENCY TEA STRAINER,4,2011-07-01 08:16:00,3.75,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,23163,REGENCY SUGAR TONGS,8,2011-07-01 08:16:00,2.49,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,19.92
558638,23160,REGENCY TEA SPOON,12,2011-07-01 08:16:00,1.25,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,15.0
558638,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-07-01 08:16:00,3.75,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,22.5
558638,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-07-01 08:16:00,4.95,16317.0,PH,PH-STORE-003,PHP,online,e_wallet,14.850000000000001
