invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
539993,22386,JUMBO BAG PINK POLKADOT,10,2011-01-04 10:00:00,1.95,13313.0,PH,PH-STORE-006,PHP,online,cash,19.5
539993,21499,BLUE POLKADOT WRAP,25,2011-01-04 10:00:00,0.42,13313.0,PH,PH-STORE-006,PHP,online,cash,10.5
539993,21498,RED RETROSPOT WRAP ,25,2011-01-04 10:00:00,0.42,13313.0,PH,PH-STORE-006,PHP,online,cash,10.5
539993,22379,RECYCLING BAG RETROSPOT ,5,2011-01-04 10:00:00,2.1,13313.0,PH,PH-STORE-006,PHP,online,cash,10.5
539993,20718,RED RETROSPOT SHOPPER BAG,10,2011-01-04 10:00:00,1.25,13313.0,PH,PH-STORE-006,PHP,online,cash,12.5
539993,85099B,JUMBO BAG RED RETROSPOT,10,2011-01-04 10:00:00,1.95,13313.0,PH,PH-STORE-006,PHP,online,cash,19.5
539993,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-01-04 10:00:00,3.25,13313.0,PH,PH-STORE-006,PHP,online,cash,19.5
539993,22961,JAM MAKING SET PRINTED,12,2011-01-04 10:00:00,1.45,13313.0,PH,PH-STORE-006,PHP,online,cash,17.4
539993,22667,RECIPE BOX RETROSPOT ,6,2011-01-04 10:00:00,2.95,13313.0,PH,PH-STORE-006,PHP,online,cash,17.700000000000003
539993,22898,CHILDRENS APRON APPLES DESIGN,8,2011-01-04 10:00:00,1.95,13313.0,PH,PH-STORE-006,PHP,online,cash,15.6
539993,22896,PEG BAG APPLES DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,PH,PH-STORE-006,PHP,online,cash,15.299999999999999
539993,22303,COFFEE MUG APPLES DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,PH,PH-STORE-006,PHP,online,cash,15.299999999999999
539993,22302,COFFEE MUG PEARS  DESIGN,6,2011-01-04 10:00:00,2.55,13313.0,PH,PH-STORE-006,PHP,online,cash,15.299999999999999
539993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-04 10:00:00,2.95,13313.0,PH,PH-STORE-006,PHP,online,cash,35.400000000000006
539993,22808,SET OF 6 T-LIGHTS EASTER CHICKS,12,2011-01-04 10:00:00,2.95,13313.0,PH,PH-STORE-006,PHP,online,cash,35.400000000000006
539993,22458,CAST IRON HOOK GARDEN FORK,8,2011-01-04 10:00:00,2.55,13313.0,PH,PH-STORE-006,PHP,online,cash,20.4
539993,22862,LOVE HEART NAPKIN BOX ,4,2011-01-04 10:00:00,4.25,13313.0,PH,PH-STORE-006,PHP,online,cash,17.0
539994,22830,,-1,2011-01-04 10:09:00,0.0,,PH,PH-STORE-003,PHP,online,card,-0.0
539995,85064,,-12,2011-01-04 10:12:00,0.0,,PH,PH-STORE-004,PHP,online,cash,-0.0
539996,21784,,-10,2011-01-04 10:12:00,0.0,,PH,PH-STORE-002,PHP,online,cash,-0.0
539997,84689,,5,2011-01-04 10:15:00,0.0,,PH,PH-STORE-003,PHP,online,card,0.0
539998,84675,,2,2011-01-04 10:16:00,0.0,,PH,PH-STORE-007,PHP,online,e_wallet,0.0
539999,20892,,-1,2011-01-04 10:16:00,0.0,,PH,PH-STORE-002,PHP,online,cash,-0.0
540000,84499,,-9,2011-01-04 10:17:00,0.0,,PH,PH-STORE-004,PHP,online,card,-0.0
540001,21733,RED HANGING HEART T-LIGHT HOLDER,32,2011-01-04 10:22:00,2.55,18097.0,PH,PH-STORE-008,PHP,online,e_wallet,81.6
