invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
545220,21955,DOORMAT UNION JACK GUNS AND ROSES,2,2011-03-01 08:30:00,7.95,14620.0,PH,PH-STORE-005,PHP,online,cash,15.9
545220,48194,DOORMAT HEARTS,2,2011-03-01 08:30:00,7.95,14620.0,PH,PH-STORE-005,PHP,online,cash,15.9
545220,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-03-01 08:30:00,1.65,14620.0,PH,PH-STORE-005,PHP,online,cash,19.799999999999997
545220,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-03-01 08:30:00,4.95,14620.0,PH,PH-STORE-005,PHP,online,cash,14.850000000000001
545220,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-03-01 08:30:00,3.75,14620.0,PH,PH-STORE-005,PHP,online,cash,15.0
545220,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-03-01 08:30:00,4.95,14620.0,PH,PH-STORE-005,PHP,online,cash,14.850000000000001
545220,17091J,VANILLA INCENSE IN TIN,6,2011-03-01 08:30:00,1.25,14620.0,PH,PH-STORE-005,PHP,online,cash,7.5
545220,84678,CLASSICAL ROSE SMALL VASE,6,2011-03-01 08:30:00,2.55,14620.0,PH,PH-STORE-005,PHP,online,cash,15.299999999999999
545220,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-03-01 08:30:00,0.85,14620.0,PH,PH-STORE-005,PHP,online,cash,10.2
545220,22191,IVORY DINER WALL CLOCK,2,2011-03-01 08:30:00,8.5,14620.0,PH,PH-STORE-005,PHP,online,cash,17.0
545220,22192,BLUE DINER WALL CLOCK,2,2011-03-01 08:30:00,8.5,14620.0,PH,PH-STORE-005,PHP,online,cash,17.0
545220,21624,VINTAGE UNION JACK DOORSTOP,3,2011-03-01 08:30:00,5.95,14620.0,PH,PH-STORE-005,PHP,online,cash,17.85
545220,20829,GLITTER HANGING BUTTERFLY STRING,8,2011-03-01 08:30:00,2.1,14620.0,PH,PH-STORE-005,PHP,online,cash,16.8
545220,22960,JAM MAKING SET WITH JARS,6,2011-03-01 08:30:00,4.25,14620.0,PH,PH-STORE-005,PHP,online,cash,25.5
545220,21259,VICTORIAN SEWING BOX SMALL ,2,2011-03-01 08:30:00,5.95,14620.0,PH,PH-STORE-005,PHP,online,cash,11.9
