invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
569203,79321,CHILLI LIGHTS,48,2011-10-02 10:32:00,4.95,16353.0,PH,PH-STORE-009,PHP,online,card,237.60000000000002
569203,21154,RED RETROSPOT OVEN GLOVE ,20,2011-10-02 10:32:00,1.25,16353.0,PH,PH-STORE-009,PHP,online,card,25.0
569204,21790,VINTAGE SNAP CARDS,4,2011-10-02 10:43:00,0.85,16591.0,PH,PH-STORE-003,PHP,online,card,3.4
569204,23284,DOORMAT KEEP CALM AND COME IN,15,2011-10-02 10:43:00,7.08,16591.0,PH,PH-STORE-003,PHP,online,card,106.2
569204,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-02 10:43:00,4.95,16591.0,PH,PH-STORE-003,PHP,online,card,19.8
569204,22207,FRYING PAN UNION FLAG,2,2011-10-02 10:43:00,4.25,16591.0,PH,PH-STORE-003,PHP,online,card,8.5
569204,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-10-02 10:43:00,4.95,16591.0,PH,PH-STORE-003,PHP,online,card,9.9
569204,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-10-02 10:43:00,4.95,16591.0,PH,PH-STORE-003,PHP,online,card,14.850000000000001
569204,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-10-02 10:43:00,4.95,16591.0,PH,PH-STORE-003,PHP,online,card,9.9
569204,22476,EMPIRE UNION JACK TV DINNER TRAY,6,2011-10-02 10:43:00,4.95,16591.0,PH,PH-STORE-003,PHP,online,card,29.700000000000003
569204,22728,ALARM CLOCK BAKELIKE PINK,2,2011-10-02 10:43:00,3.75,16591.0,PH,PH-STORE-003,PHP,online,card,7.5
569204,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-10-02 10:43:00,3.75,16591.0,PH,PH-STORE-003,PHP,online,card,3.75
569205,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-10-02 10:55:00,2.95,16923.0,PH,PH-STORE-001,PHP,online,cash,5.9
569205,23332,IVORY WICKER HEART LARGE,9,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,14.85
569205,23322,LARGE WHITE HEART OF WICKER,5,2011-10-02 10:55:00,2.95,16923.0,PH,PH-STORE-001,PHP,online,cash,14.75
569205,23323,WHITE WICKER STAR ,5,2011-10-02 10:55:00,2.1,16923.0,PH,PH-STORE-001,PHP,online,cash,10.5
569205,23404,HOME SWEET HOME BLACKBOARD,12,2011-10-02 10:55:00,4.95,16923.0,PH,PH-STORE-001,PHP,online,cash,59.400000000000006
569205,23400,SHELF WITH 4 HOOKS HOME SWEET HOME,4,2011-10-02 10:55:00,6.25,16923.0,PH,PH-STORE-001,PHP,online,cash,25.0
569205,23393,HOME SWEET HOME CUSHION COVER ,5,2011-10-02 10:55:00,3.75,16923.0,PH,PH-STORE-001,PHP,online,cash,18.75
569205,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,12,2011-10-02 10:55:00,3.75,16923.0,PH,PH-STORE-001,PHP,online,cash,45.0
569205,23396,LE JARDIN BOTANIQUE CUSHION COVER,5,2011-10-02 10:55:00,3.75,16923.0,PH,PH-STORE-001,PHP,online,cash,18.75
569205,23394,POSTE FRANCE CUSHION COVER,5,2011-10-02 10:55:00,3.75,16923.0,PH,PH-STORE-001,PHP,online,cash,18.75
569205,21809,CHRISTMAS HANGING TREE WITH BELL,192,2011-10-02 10:55:00,0.39,16923.0,PH,PH-STORE-001,PHP,online,cash,74.88
569205,21900,"KEY FOB , SHED",7,2011-10-02 10:55:00,0.65,16923.0,PH,PH-STORE-001,PHP,online,cash,4.55
569205,21901,"KEY FOB , BACK DOOR ",4,2011-10-02 10:55:00,0.65,16923.0,PH,PH-STORE-001,PHP,online,cash,2.6
569205,20728,LUNCH BAG CARS BLUE,10,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,16.5
569205,23406,HOME SWEET HOME KEY HOLDER,4,2011-10-02 10:55:00,6.25,16923.0,PH,PH-STORE-001,PHP,online,cash,25.0
569205,21756,BATH BUILDING BLOCK WORD,2,2011-10-02 10:55:00,6.25,16923.0,PH,PH-STORE-001,PHP,online,cash,12.5
569205,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-02 10:55:00,12.75,16923.0,PH,PH-STORE-001,PHP,online,cash,12.75
569205,22896,PEG BAG APPLES DESIGN,3,2011-10-02 10:55:00,2.55,16923.0,PH,PH-STORE-001,PHP,online,cash,7.6499999999999995
569205,22899,CHILDREN'S APRON DOLLY GIRL ,2,2011-10-02 10:55:00,2.1,16923.0,PH,PH-STORE-001,PHP,online,cash,4.2
569205,22898,CHILDRENS APRON APPLES DESIGN,3,2011-10-02 10:55:00,1.95,16923.0,PH,PH-STORE-001,PHP,online,cash,5.85
569205,21156,RETROSPOT CHILDRENS APRON,2,2011-10-02 10:55:00,1.95,16923.0,PH,PH-STORE-001,PHP,online,cash,3.9
569205,23355,HOT WATER BOTTLE KEEP CALM,4,2011-10-02 10:55:00,4.95,16923.0,PH,PH-STORE-001,PHP,online,cash,19.8
569205,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-10-02 10:55:00,4.25,16923.0,PH,PH-STORE-001,PHP,online,cash,12.75
569205,22384,LUNCH BAG PINK POLKADOT,10,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,16.5
569205,22624,IVORY KITCHEN SCALES,1,2011-10-02 10:55:00,8.5,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,23426,METAL SIGN DROP YOUR PANTS,12,2011-10-02 10:55:00,2.89,16923.0,PH,PH-STORE-001,PHP,online,cash,34.68
569205,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-10-02 10:55:00,0.85,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,21258,VICTORIAN SEWING BOX LARGE,2,2011-10-02 10:55:00,12.75,16923.0,PH,PH-STORE-001,PHP,online,cash,25.5
569205,22627,MINT KITCHEN SCALES,1,2011-10-02 10:55:00,8.5,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,22624,IVORY KITCHEN SCALES,1,2011-10-02 10:55:00,8.5,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,20723,STRAWBERRY CHARLOTTE BAG,10,2011-10-02 10:55:00,0.85,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,23207,LUNCH BAG ALPHABET DESIGN,10,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,16.5
569205,22776,SWEETHEART 3 TIER CAKE STAND ,1,2011-10-02 10:55:00,9.95,16923.0,PH,PH-STORE-001,PHP,online,cash,9.95
569205,20727,LUNCH BAG  BLACK SKULL.,10,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,16.5
569205,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-10-02 10:55:00,1.65,16923.0,PH,PH-STORE-001,PHP,online,cash,16.5
569205,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-10-02 10:55:00,0.85,16923.0,PH,PH-STORE-001,PHP,online,cash,8.5
569205,23205,CHARLOTTE BAG VINTAGE ALPHABET ,3,2011-10-02 10:55:00,0.85,16923.0,PH,PH-STORE-001,PHP,online,cash,2.55
569205,22138,BAKING SET 9 PIECE RETROSPOT ,2,2011-10-02 10:55:00,4.95,16923.0,PH,PH-STORE-001,PHP,online,cash,9.9
569205,23108,SET OF 10 LED DOLLY LIGHTS,1,2011-10-02 10:55:00,6.25,16923.0,PH,PH-STORE-001,PHP,online,cash,6.25
