invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
C579889,23245,SET OF 3 REGENCY CAKE TINS,-8,2011-12-01 08:12:00,4.15,13853.0,PH,PH-STORE-001,PHP,online,card,-33.2
C579890,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-1,2011-12-01 08:14:00,1.25,15197.0,PH,PH-STORE-002,PHP,online,e_wallet,-1.25
C579890,23374,RED SPOT PAPER GIFT BAG,-1,2011-12-01 08:14:00,0.82,15197.0,PH,PH-STORE-002,PHP,online,e_wallet,-0.82
C579890,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-2,2011-12-01 08:14:00,0.85,15197.0,PH,PH-STORE-002,PHP,online,e_wallet,-1.7
C579891,23485,BOTANICAL GARDENS WALL CLOCK ,-1,2011-12-01 08:18:00,25.0,13644.0,PH,PH-STORE-006,PHP,online,cash,-25.0
C579891,23186,FRENCH STYLE STORAGE JAR CAFE ,-6,2011-12-01 08:18:00,0.29,13644.0,PH,PH-STORE-006,PHP,online,cash,-1.7399999999999998
C579892,23461,SWEETHEART BIRD HOUSE,-4,2011-12-01 08:23:00,4.15,13310.0,PH,PH-STORE-003,PHP,online,card,-16.6
C579893,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2011-12-01 08:25:00,9.95,13468.0,PH,PH-STORE-001,PHP,online,card,-19.9
C579894,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,2011-12-01 08:26:00,3.95,13098.0,PH,PH-STORE-008,PHP,online,cash,-3.95
C579894,23568,EGG CUP HENRIETTA HEN CREAM ,-1,2011-12-01 08:26:00,1.25,13098.0,PH,PH-STORE-008,PHP,online,cash,-1.25
C579894,23319,BOX OF 6 MINI 50'S CRACKERS,-6,2011-12-01 08:26:00,2.08,13098.0,PH,PH-STORE-008,PHP,online,cash,-12.48
C579895,23374,RED SPOT PAPER GIFT BAG,-5,2011-12-01 08:27:00,0.82,14329.0,PH,PH-STORE-003,PHP,online,e_wallet,-4.1
C579896,23456,MEDIUM PARLOUR PICTURE FRAME ,-2,2011-12-01 08:27:00,4.15,13971.0,PH,PH-STORE-001,PHP,online,cash,-8.3
C579897,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,-2,2011-12-01 08:29:00,3.75,17636.0,PH,PH-STORE-009,PHP,online,cash,-7.5
C579897,23256,CHILDRENS CUTLERY SPACEBOY ,-1,2011-12-01 08:29:00,4.15,17636.0,PH,PH-STORE-009,PHP,online,cash,-4.15
C579897,23203,JUMBO BAG VINTAGE DOILY ,-1,2011-12-01 08:29:00,2.08,17636.0,PH,PH-STORE-009,PHP,online,cash,-2.08
C579897,22470,HEART OF WICKER LARGE,-2,2011-12-01 08:29:00,2.95,17636.0,PH,PH-STORE-009,PHP,online,cash,-5.9
C579898,22153,ANGEL DECORATION STARS ON DRESS,-1,2011-12-01 08:32:00,0.42,14299.0,PH,PH-STORE-002,PHP,online,cash,-0.42
C579898,22969,HOMEMADE JAM SCENTED CANDLES,-1,2011-12-01 08:32:00,1.45,14299.0,PH,PH-STORE-002,PHP,online,cash,-1.45
579899,23301,GARDENERS KNEELING PAD KEEP CALM ,24,2011-12-01 08:33:00,1.65,15687.0,PH,PH-STORE-008,PHP,online,card,39.599999999999994
579899,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,2011-12-01 08:33:00,5.95,15687.0,PH,PH-STORE-008,PHP,online,card,17.85
579899,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-12-01 08:33:00,3.75,15687.0,PH,PH-STORE-008,PHP,online,card,15.0
579899,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,2011-12-01 08:33:00,2.89,15687.0,PH,PH-STORE-008,PHP,online,card,17.34
579899,71477,COLOURED GLASS STAR T-LIGHT HOLDER,4,2011-12-01 08:33:00,3.95,15687.0,PH,PH-STORE-008,PHP,online,card,15.8
579899,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-12-01 08:33:00,9.95,15687.0,PH,PH-STORE-008,PHP,online,card,19.9
579899,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-12-01 08:33:00,2.95,15687.0,PH,PH-STORE-008,PHP,online,card,17.700000000000003
579899,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,2011-12-01 08:33:00,2.55,15687.0,PH,PH-STORE-008,PHP,online,card,30.599999999999998
579899,23129,HEART SHAPED HOLLY WREATH,4,2011-12-01 08:33:00,4.15,15687.0,PH,PH-STORE-008,PHP,online,card,16.6
579899,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-12-01 08:33:00,0.85,15687.0,PH,PH-STORE-008,PHP,online,card,20.4
579899,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,24,2011-12-01 08:33:00,0.85,15687.0,PH,PH-STORE-008,PHP,online,card,20.4
579899,22595,GINGHAM HEART DECORATION,24,2011-12-01 08:33:00,0.85,15687.0,PH,PH-STORE-008,PHP,online,card,20.4
579900,23583,LUNCH BAG PAISLEY PARK  ,10,2011-12-01 08:34:00,1.65,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,16.5
579900,22467,GUMBALL COAT RACK,6,2011-12-01 08:34:00,2.55,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,15.299999999999999
579900,23581,JUMBO BAG PAISLEY PARK,10,2011-12-01 08:34:00,2.08,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,20.8
579900,23298,SPOTTY BUNTING,3,2011-12-01 08:34:00,4.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,14.850000000000001
579900,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-12-01 08:34:00,1.25,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,15.0
579900,71477,COLOURED GLASS STAR T-LIGHT HOLDER,8,2011-12-01 08:34:00,3.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,31.6
579900,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-12-01 08:34:00,0.65,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,10.4
579900,23459,DOLLY CABINET 2 DRAWERS ,2,2011-12-01 08:34:00,12.5,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,25.0
579900,23458,DOLLY CABINET 3 DRAWERS ,2,2011-12-01 08:34:00,14.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,29.9
579900,23405,HOME SWEET HOME 2 DRAWER CABINET,4,2011-12-01 08:34:00,4.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,19.8
579900,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2011-12-01 08:34:00,7.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,15.9
579900,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-12-01 08:34:00,2.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,17.700000000000003
579900,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-12-01 08:34:00,2.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,17.700000000000003
579900,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-12-01 08:34:00,2.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,17.700000000000003
579900,21136,PAINTED METAL PEARS ASSORTED,8,2011-12-01 08:34:00,1.69,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,13.52
579900,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-12-01 08:34:00,1.69,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,13.52
579900,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,2011-12-01 08:34:00,0.85,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,10.2
579900,23224,CHERUB HEART DECORATION GOLD,12,2011-12-01 08:34:00,0.83,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,9.959999999999999
579900,22470,HEART OF WICKER LARGE,6,2011-12-01 08:34:00,2.95,15951.0,PH,PH-STORE-008,PHP,online,e_wallet,17.700000000000003
