invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,store_id,currency,sales_channel,payment_method,line_total
555156,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-06-01 07:37:00,3.75,15643.0,PH,PH-STORE-009,PHP,online,card,22.5
555156,22847,BREAD BIN DINER STYLE IVORY,1,2011-06-01 07:37:00,16.95,15643.0,PH,PH-STORE-009,PHP,online,card,16.95
555157,23075,PARLOUR CERAMIC WALL HOOK,16,2011-06-01 07:38:00,4.15,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,66.4
555157,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-06-01 07:38:00,5.45,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,32.7
555157,22423,REGENCY CAKESTAND 3 TIER,4,2011-06-01 07:38:00,12.75,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,51.0
555157,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,2011-06-01 07:38:00,5.45,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,32.7
555157,22849,BREAD BIN DINER STYLE MINT,1,2011-06-01 07:38:00,16.95,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,16.95
555157,47566,PARTY BUNTING,8,2011-06-01 07:38:00,4.95,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,39.6
555157,82580,BATHROOM METAL SIGN,12,2011-06-01 07:38:00,0.55,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,6.6000000000000005
555157,23169,CLASSIC GLASS COOKIE JAR,10,2011-06-01 07:38:00,4.15,15643.0,PH,PH-STORE-007,PHP,online,e_wallet,41.5
555158,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-06-01 08:38:00,1.95,14842.0,PH,PH-STORE-009,PHP,online,card,23.4
555158,22179,SET 10 NIGHT OWL LIGHTS,4,2011-06-01 08:38:00,6.75,14842.0,PH,PH-STORE-009,PHP,online,card,27.0
555158,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-06-01 08:38:00,3.75,14842.0,PH,PH-STORE-009,PHP,online,card,22.5
555158,23083,SET 6 PAPER TABLE LANTERN STARS ,6,2011-06-01 08:38:00,3.75,14842.0,PH,PH-STORE-009,PHP,online,card,22.5
555158,22468,BABUSHKA LIGHTS STRING OF 10,4,2011-06-01 08:38:00,6.75,14842.0,PH,PH-STORE-009,PHP,online,card,27.0
555158,22084,PAPER CHAIN KIT EMPIRE,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,22083,PAPER CHAIN KIT RETROSPOT,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,23108,SET OF 10 LED DOLLY LIGHTS,12,2011-06-01 08:38:00,5.39,14842.0,PH,PH-STORE-009,PHP,online,card,64.67999999999999
555158,20749,ASSORTED COLOUR MINI CASES,2,2011-06-01 08:38:00,7.95,14842.0,PH,PH-STORE-009,PHP,online,card,15.9
555158,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-06-01 08:38:00,4.95,14842.0,PH,PH-STORE-009,PHP,online,card,14.850000000000001
555158,22492,MINI PAINT SET VINTAGE ,36,2011-06-01 08:38:00,0.65,14842.0,PH,PH-STORE-009,PHP,online,card,23.400000000000002
555158,22570,FELTCRAFT CUSHION RABBIT,4,2011-06-01 08:38:00,3.75,14842.0,PH,PH-STORE-009,PHP,online,card,15.0
555158,22568,FELTCRAFT CUSHION OWL,4,2011-06-01 08:38:00,3.75,14842.0,PH,PH-STORE-009,PHP,online,card,15.0
555158,22274,FELTCRAFT DOLL EMILY,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,22273,FELTCRAFT DOLL MOLLY,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,4,2011-06-01 08:38:00,3.75,14842.0,PH,PH-STORE-009,PHP,online,card,15.0
555158,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-06-01 08:38:00,2.1,14842.0,PH,PH-STORE-009,PHP,online,card,12.600000000000001
555158,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-06-01 08:38:00,1.65,14842.0,PH,PH-STORE-009,PHP,online,card,19.799999999999997
555158,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,2011-06-01 08:38:00,1.65,14842.0,PH,PH-STORE-009,PHP,online,card,19.799999999999997
555158,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-06-01 08:38:00,8.5,14842.0,PH,PH-STORE-009,PHP,online,card,17.0
555158,22742,MAKE YOUR OWN PLAYTIME CARD KIT,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
555158,22744,MAKE YOUR OWN MONSOON CARD KIT,6,2011-06-01 08:38:00,2.95,14842.0,PH,PH-STORE-009,PHP,online,card,17.700000000000003
